Comment,Author
전 직원이 굉장히 꼬인 마음으로 상황을 과장되게 표현한 것이 꽤 많은 것 같아요 그 과정에서 오너로서 잘못 선택한 내용들이 있고 그것이 입장 차이 때문에 더 뒤틀려 보였지 않았나 싶어요 지금의 논란이 생각보다 크게 번진 것은그 동안의 인기의 반등과 더불어컨트롤과 교감에 전혀 도움이 안되는하네스를 판매 하는 등의 고가의 강아지 훈련 방식에 동의하지 않았던 수많은 보호자분들과 다른 좋은 훈련사들의 의견까지 섞여서두드러지게 되었다고 생각합니다누군가를 너무 우상시하는 일은 역시 늘 댓가가 따르는 것 같아요이 참에 인기가 얼마나 무서운 것이었는가 알게 됐네요,@user-lq3rd4cl1b
진심이 느껴집니다ㅜㅜ강형욱님 이시간이 힘드시겠지만잘 버텨내시고 힘내세요진실은 밝혀질거에요,@user-xv3ql7vu5s
아버럭하잖아  성격이 욕을안해도 화를낼수있다  존나힘든성격이지 존대말하면서 버럭하면 상대는 내가잘못해나 주늑들구 썩죽지 갑자기 그러면  그런성격 아니에요 그러니까 이런상황나오는거구 회사안한다했는데 안하는게맞아요  당신도 문제있으니까 59417657,@user-qp1pt7kg2n
여성시대는 국내기업 다음카카오 카페라 자료 다 받으실 수 있습니다 화이팅,@user-od4nc6wv2j
강형욱님 힘내세요 전 항상 응원합니다,@user-zb2wu8gm5q
욕을하며 살고 싶은 사람들의 먹잇감이 되신 거같아요 상처 치유 잘 하시고더욱  에 자주 출연하셔서그리 사시는분들 배아파 죽게 만들어 주시길요,@user-tp4zu3xl4t
오늘 마트에 장보러 갔습니다마트 천장을 보니 감시 카메라가 수십대 있더군요제가 장보는 동선 따라 한군데도 빠짐 없이 있는 감시 카메라에 일거수 일투족이 감시 당하는 기분 이었습니다보안요원이 계속 저만 처다보는데 마치 물건을 훔치기라도 하는 사람 처럼 보는거 같아 기분 나빴습니다시식 코너에서 남자분이 고기를 먹길래 저도 먹으려 갔더니 고기가 없더군요3시에 다시 시작한다는 직원 분 말듣고 남녀차별에 강아지 식사훈련 시키는 듯한 모멸감을 느꼈습니다계산대로 가서 계산하는데 봉투 필요하다고 했더니 쓰레기를 담는 종량제 봉투를 주더군요손이 부들부들 떨릴정도로 인격모독을 느끼고 눈물만 나옵니다지금도 약을 계속 먹고 있습니다,@Wsee235iisk
그냥 개 밖에 모르는 사람이 사업에 뛰어 들어 생긴 문제가 아닌가 싶네요 저는 강형욱 훈련사님 포함 동물농장에 나오는 훈련사분들이나 한국에 이름 있는 훈련사분들 거의 다 만나봤는데 강형욱 훈련사님은 약간 집합이 다르다는 느낌은 있었지만 나쁜 느낌은 아니었고요편견을 가진 훈련사가 종종 있습니다 근데 사업은 또 다른 얘기니까 누구의 편도 들지 않겠지만 저 양반 정말 개 밖에 모르는데 레오 건드린거 훈련 방식에 이의 제기한거 그건 진짜 멍청한거라고 봅니다,@user-jy8fr4yv1v
이쯤되면 폭로하는 시람들 의도가 궁금하다 녹취록도 있고 형사처벌할 의향도 있으면 그냥 고소하면 되고 녹취록도 공개하면 되는거 아닌가 언론 플레이하면서 나락보내고 싶은건가 너무 사악한데,@user-lt6qs9ov9r
커뮤니티 남혐 용어를 사내 메신저에서 쓰는 직원들도 제정신은 아니지만 급여로 9670원 입금하는 저 둘도 제정신은 아님 남혐으로 물타기 해서 자기들 과오도 은근슬쩍 덮으려는 목적인것 같은데 됐고요 사업은 하지 마세요할거면 부창부수인 두 분이서만 사업체 운영하시던가요 애꿎은 직원들 뽑아서 월급 안주고 마음 고생 시키지 마시고,@user-lc8wd6jr3b
원래 직원입장 다르고 대표입장 달라요작은조직일수록 더 사소한문제들이 있어요강형욱님이 워낙 유명한분이시니 그 이미지만 보고 큰 기대를 하고 오신분들은 사소한거에 감정 상하고 서운한것들이 있었던거 같네요여러가지 문제들도 있었던거 같구여훈련사로서는 너무 훌륭하시지만 사람을 관리하는 대표로서에 위치는 많이 힘드셨을것 같네요이번일을 너무 안 좋게 생각지마시고 전 직원들과 오해되는부분은 푸시고 앞으로도 훈련사 강형욱의 모습으로 다시 볼 수 있었으면 좋겠네요,@bon5040
직원이 녹취록이있다도아니고 직원들이 녹취록이있다네요 곧 여기저기 우렁차게 유포될텐데여직원들이 했다는 자식욕 한남소추발언  카톡메신저 내용  공개해서 민심승소바랍니다,@user-sh2cg1pb4p
직원들 반박기사 올라왔는데 이제 뭘믿어야되는지 모르겠네ㅋㅋ 훈련사님 말만하지말고 물증까지 해서 새 영상 찍으셔야할듯,@beeeen001
아무리그래도 화를좀안내면 정말좋을거같아요,@user-lw2mb6sv4k
응원합니다 믿습니다 힘내시길바랍니다 제발,@user-lz3hp3vr6w
메신저 몰래본거 인정하셨던데 ㅎㄴ ㅅㅊ 대화한 메신저는 공개했나요 그게 빼박 증거일텐데요,@user-ok1or7vg7j
강형욱을 옹호하는 노동자들한테 24시간 달고 메심저 감시하고 월급도 후려치면 딱일듯 ㅎㅎ,@hanscolin-gf8mt
저는 언론에 댓글을 잘 쓰지 않는 사람인데 진심으로 응원하고 싶어 이렇게 작성합니다 선한 마음으로 시작했던 것이 때론 마음과 다르게 표현되어 마음이 많이 아플것 같아요 사람과 강아지가 어떻게하면 잘 살아갈 수 있는지에 대해 끊임없이 연구하고 노력하고 진심이었던 발걸음은 지워지지 않을꺼라 생각을 해요 응원합니다 힘내세요,@LJH4516
아줌마 소리듣고 발작하고 노처녀 히스테리 부리는 아줌마들 ㅋㅋㅋㅋㅋㅋㅋㅋ,@user-dt7oi5ss6g
메신저 6개월치 훔쳐보기 일하고 퇴사한사람 9670원 입금하기 등 잘못한게 있긴하네요 문제는 다 사모님이 ㅠㅠ 강형욱님은 대표보단 최고의 훈련사로 남아주세요,@user-ev8nl8hy2h
강훈련사님 힘내세요많은 분들이 응원하고 있어요진심은 꼭 통하는 법입니다저도 진심으로 응원해요,@user-fd9dl8mv5l
사건 반장 외계인 사회자는 반성해라,@Rico5568
그러게 왜 ㅍㅁ것들을 고용해서 뚱시는 개과천선 안된다니까,@user-xx3md1fo4e
댓글들보니 아직 우리 사회는 지킬수 있는 사회처럼 느껴져서 너무 좋네요 저도 직원들 고용해보고 계약해지도 했지만 요즘 여자들 중 선넘는 사람들 많습니다 댓가 없는 보상을 너무 바라고 이기적이고 절박함에 일 열심히하는 동료 여자 직원들 시기와 질투 뒷담화 비아냥 편가르기 정치질등 그런거에 너무 스트레스 받다보니 이제는  여자면 거르고 보게됩니다 다들 저처럼 느끼셨을거라 생각합니다,@user-ed4kp5ss1g
도대체 누가 사실을 얘기하는거지 혼란스럽다 ㄷ ㄷ 확실한 증거 나올때까지 그냥 중립해야겠네,@Markdoelan
다른건 서로 말이 다르니까 말 얹지 않겠는데 급여 9670원은 저게 해명이 됨 실컷 일 한 사람 9670원 줘놓고 노동청에 신고하니까 몇달 지나서 어 그래 미안 돈 제대로 줄게 하고 입금해주는 마인드가 엄청 신기한데 좋은 대표 좋은 상사면 애초에 9670원을 주는 일이 발생 안함 대표 자질 없는 분들인건 맞아보임,@cometblast_
사건반장부터 고소 때려주세요 제발언론사가 이게 맞나 ㅋㅋ,@user-po3rs8iy2b
다른건 몰라도 직원들 메시지는 보지 말지,@yurik5485
강형욱 개통령 힘내세요,@user-mb4iv8rk6e
596301030 597631243,@Nirbana
"30대 40대 아줌마들이 저질렀던일
10대때는 베이비복스한테 살해협박하던 ㅆ레기 세대
지금 나이처먹고 30대 40대 돼서 신화 김동완이 프로그램에서 소개팅하니까
소개팅녀한테 인스타로 테러하는 세대
나이쳐먹고 연예인 무지성 쉴드치는 세대
나이 ㄸ꼬로 쳐먹어서 말 안통하는 세대
아줌마 소리듣고 발작하고 노처녀 히스테리 부리는 아줌마들
연예인이 인생에 전부고 과몰입하는 30대 40대  아줌마",@user-dt7oi5ss6g
부부의 설명이 상황설명이 구체적이고 행위가 전부 맥락이 있고 그런 맥락하에서 봤을때 충분히 상식적이고 납득될만해요 이런데도 비난하는 사람들은 그저 뭔가 물어뜯고 싶어하는 저능아 그이상도이하도 아님상처받지마세요 넘 응원합니다,@user-fm3ml8lw7y
힘내세요 저는 훈련사는 강형욱 훈련사님외에 아무도 안보는데 이런 일이 있다고 했을때 믿지도 않았어요 아무리 노력해도 믿음이 안가는 사람이 있고 소신대로 했을뿐인데 절로 믿음이 갈수밖에 없는 사람이 있는데 강형욱 훈련사님이 바로 후자입니다 잘 마무리 되시라고 기도드릴게요,@keyin512
"우리 성별은 최고야 우리 한국 여자들은 최고야 라고 무지성으로 지들 성별 찬양하는 한국여자 
연예인 광신도가 많은 한국여자
거짓말과 선동 날조가 많은 한국여자
맘충이 많은 한국여자",@user-dt7oi5ss6g
이래서 여직원 뽑으면 안된다긔 하며 자들자들 떠는 한국남자들 그러나 한남소추발언은 남직원이 했다네요강형욱은 남직원을 더 함부로 대했다네요여튼 특정 단어에만 꽂혀서 감정적으로 부들대는 꼴이란 ㅠㅠ한국남자들아 무얼 위해 무지성으로 강형욱을 쉴드치고 있나용 남혐러 강형욱 진짜 애잔해서 못봐주겠노,@wldbs4752
아우졸리다이 영상을 왜 보고있는지그래  평생 변명의 스토리를 회고록으로 개처럼 네발로 기고  혀로 물먹고사랑하던 싫던멍멍왈왈짖으면서  살길 진심으로바란다개는그냥 개야훌륭한 개개똥이나 쳐먹고반련견은 고마운 반련견이고그 고마운 반려견 만드는건100 견주에 달려있다,@user-tz7og6zh8c
만일 녹취록이라고 나오면  목소리로 녹음한 아니면 만든 것인지 아닌지 감정도 필요할겁니다 무작정 반응하지마시구요,@Theokahn
말 나온건 강형욱 보다는 저 와이프가 더 유별나게 군게 큰듯,@bancha869
여시 아줌마들 그냥 귀막고 눈가리고 아웅하네 ㅋ,@user-dt7oi5ss6g
보듬이 없어지는건 아닌 것 같아요 ㅠㅠㅠㅠ 한번만 더 생각해주시시면 안될까요 ㅠㅠㅠㅠ,@ab_8934
9670원을 10월에 입금하고 이후 최종 급여정산은 1월에 됐네요 9월에 일했던걸 1월에 받으면 얼마나 짜증나는데ㅋㅋ 와이프분이 상대방에 대한 배려나 공감이 좀 떨어지시나봐요,@user-vx5ks5nl5z
그 글 올린 놈 신원공개좀 해봐 궁금하네,@MsHeeseung
니들이 누군가를 리드 하고 싶다면 일단 따르는 법 부터 배우는 거다  지 맘에 안든다고 시스템을 갈아 엎으려는 병신들이 무슨 예전에 운동권같은 지휘인양 착각하는데 가진 것도 배운 것도 한참 떨어지는 니들이 먼저 배움이 선행 되지 않고 뭘 할 수 있다고 생각 하냐,@bancha869
ㅠㅠ남자도 남혐을 하네,@kys030707
난 강형욱의저 쌔한 눈빛이 조금 소름 끼침 일주일만에 준비다하고 나올수도 있고 막말로 아니땐굴뚝에 연기날리는 없다고 생각함분명 우리가 모르는 무언가가 있을수도 있다라고 생각하지만그렇다고 강형욱이 무조건 잘했거나 잘못했다고 생각하는건 아니고아직까지 중립기어로 향후를 보겠음개인적으로 쌔한사람은 정말 그렇더라고그냥 그렇다고,@user-tb9nd4nv5i
니들이 차려라  회사 사장이 좀 뭐라 하면 고깝게만 쳐 듣고 몽니 부리는 저까튼 엠지놈들,@bancha869
뉴스랑 여러 영상들을 보고 강형욱님을 오해했습니다 두분의 눈물을 보고 그 진심이 느껴져서 저도 계속 눈물이 났습니다 잠시라도 오해했던 것이 너무나 죄송스럽네요 ㅠㅠ 진실은 꼭 밝혀집니다 그때까지 힘내시고 응원하겠습니다,@user-xs7oi2he2o
전 직원들의 폭로가 다 허위고거짓이면 허위사실 명예훼손으르 고소를 해라그래서 진실을 가리는게 맞지않냐전 직원들의 얘기도 자기들 주장이고강형욱 당신 해명도 그냥 자기 주장이짆아허위고 다 거짓인데 누명쓰면 억울하지않냐강형욱 당신의 인지도나 영향력도 있는데 지금 직원에게 갑질하고개로 돈벌어 먹고 살면서 개를 방치하고 학대했다는데억울하잖아고소해서 강형욱씨 당신 억울함을벗자안그럼 폭로자들 말이 맞다고 본다,@dongne_hyung
강형욱님 힘내세요구독하고 갑니다,@user-dp7vf6kz9r
말하는 속도가 느린사람은 대개 욕설에 능하지못하던데짐승에게 진심인 사람은 어떻게 표현하면 되지할만큼 인성이 다르더라구요 표면적으로 보이는 성격과는 무관하게 굉장히 여린 부분이 많은 감성적인 성향이다보니 인성이 덜된 사람의 입장에서 나쁜마음으로 본다면 어떤부분 상당히 괴롭힐수 있겠구나 하는 심뽀도 가질수 있다고봅니다저렇게 하나하나 상황을 설명하면서 직원들이 불편했겟구나좋지않았겟구나 하는 생각을 자신이 미리 못했다고 말하는 사람 별로없습니다대부분 자신은 잘못한게 없다고 자기변명만 하지요언론으로 인해 이미 커져버린 일이라 예전으로 되돌아갈수는 없겟지만 이상처를 스스로 곱씹어 더 상처받지 않으셨음 좋겠습니다그리고 한가지 덧붙이자면의뢰인의 사나운 개이야기사람에게 공격적인 개는 사살한다는 나라가있다는건 일반인들도 많이 알고있는 일이지요 자신의 개를 제대로 케어하지 못해 사람에게 위협적인 개로 만들었다는  견주에게 저도 훈련사였다면 견주에게 화가났을것 같습니다 공개적인 곳이기도하고 사람인 견주에겐 직접 화낼순 없으니 뒤돌아서 강형욱씨 스스로의 마음을 다스리기위해 노랠 불렀겟구나 하는 생각도 듭니다훈련사가 아닌 일반인인 저도 자신의 개를 제대로 케어하지 못하는 견주에게 화가 나거든요 특히나 그렇게 사나운 개는 안락사감이라는걸 너무 잘알고있다면더욱더 견주에게 화가났을겁니다 그렇다고 사람에게 화를 낼수도 없구,@user-ui7nf6iv8f
