Comment,Author
역시 난 중립기어 박았었다여튼 잘해주면 호구 되는구나강형욱님 힘내세요개들 사랑하는 거 보면 인성 보이는 거지하여간 이 나라 인간들은 그저 선동에 당해요,@user-oq3hx5if6p
메신저 열람은 좀 아닌거 같다그래서 법적으로 문제생길까봐열람동의서 받았다는게합법적으로 보겠다는건데 물론 그 직원들이 일과 관계없는 남을 비하하는 대화를 나눈건 그 사람들이 문제지만,@sseo_hyun
힘내시고 넘 속상해 하지마세요 훌룡하신 강훈련사님 빨리 털어버리세요,@user-xd2gj2in3e
이건 당사자끼리 해결해야 할 일이지 제3자가 왈가왈부할 일은 아닌거 같다 그냥 6개월정도 신경끄자 다만 당사자들은 허위사실이나 명예훼손에 대해서는 강력하게 대응했으면 좋겠다 진짜 진실은 말로만 듣고는 모르니 제3자는 빠져야 하는거고 거짓말로 누군가를 죽일려고 하는건 범죄니까 강력대응하면 좋겠네,@user-rs4zy8ji8r
진짜 쓰레기다  그 몇몇  인간   수고많으십니다   이렇게 해명하기도 힘들겠다,@dkim1023
알바부대 뜬 듯,@user-kp5ly3fm6g
응원함,@foodstuffs5655
형욱이 형 팔목을 보세요 얼마나 열심히 사셧나,@user-zx2tr6ub2g
자영업자는 항상 당해요 루저들이 판치는 세상에 잘하는사람을 깎아내리는 세상 그들이 문제입니다,@user-kv1ws7zu5d
이 영상은 보듬에서 편집한건가요,@user-uh3th5tx6h
대한민국 사회가 많이 아프다,@jihoonlee5176
강 훈련사님께       사과하라         사과하라         사과하라,@user-jr8qw5kq7x
결국 진실은 밝혀질 것이고 이미 카메라 세팅하고 촬영해주는 직원이 있다는 것만으로도 충분히 해명이 되는것 같아요 힘내시고 다시 일어나시길 바래요,@chunsik1279
만원을 그저 액션이었다,@user-lp4yv4tt4v
힘내용,@joonkim8667
개통령 강형욱훈련사님 개사랑 존경하는분인데너무 속상하네요 참사람들한테 상황 얘기듣고 그럴리가 없다고 말했어요 힘내세요 가슴아파하는 모습 보니까 제가 더 마음 아프네요,@user-dq4cf6be3v
좋은 말씀 감사합니다  항상 응원 합니다   처음에 약간 미숙한  대표님이라  실수 했던 부분 같습니다,@user-eq4jb5gb4y
힘내세요 강형욱님,@user-uy7vk6sj6b
강형욱씨 힘내세요저는 믿습니다,@user-fs2dq5lr8i
근데 유니폼이라해봣자 조끼 하나 입을텐데 탈의실이 필요하냐 굳이,@user-ns2mi4hx3e
강형욱님 힘내세요,@user-eb2nt6wv4q
대도서관님 블라인드 사건을 본 적이 있어서안믿고 있었어요선동 너무 무섭네요,@user-rt7oo7jh8v
제발 금융치료 시켜주세요이건 인격을 말살시키려한 희대의 사건입니다,@user-dv2yq6jo9l
요즘엔 사장보다  월급쟁이가 악인이 더 많다,@cdrag0007
훈련사님이 사과를 하실 입장이 아니라 사과를 받으셔야하는 입장꼭 법적조치하시길바랍니다ㅠㅠ상처받지마세요 저 같으면 가족 욕했으면 날라차기했을듯요ㅡㅡ뭘잘했다고ㅋㅋㅋ 두분 힘내세요,@user-zb1sx4po4c
사건반장 뉴스가 문제 있다고 생각했고요 언론과 직원들 고소하십시요 힘내고 잘 견뎌주세요,@koung4337
힘든시간 뒤에 좋은일이 가득하실겁니다 응원합니다,@eddie9075
저리일하고 퇴직금 달라는 사람 왜케 웃기지,@khh9062
정말이게 뭐지,@user-ye4kp6ly2y
5926554415 9670원 시발 ㅋㅋㅋㅋ딜레마 염병하네 미친 이건 도저히 커버가 안됨 ㅋㅋㅋㅋㅋㅋ이거 그냥 엿처먹으라는거지 시발 9670원 안 쳐받고 말지 ㅋㅋㅋ기분만 더러웠겠넼ㅋㅋㅋㅋ,@doxpark8478
힘내세요ㅠ,@user-jp9iq3rp6r
직원들이 말대로 사실도 있기때문에  증거를 가져와야됨 100프로 믿기 힘듦,@user-ih9hn6ld8m
와 난 뉴스만 보고 그게 진짠줄 며칠간 계속 알고있었는데 진짜가 이걸줄은 상상도 못햇다  이젠 뉴스도 못믿나,@hamsii024
세상 쉬운 게 없다 정말 힘내세요 강형욱님 수잔님 ㅜ,@piamong_
힘내세요,@korealove477
해명영상 이라고 하기엔 좀 안 맞는듯합니다있는 그대로 진실 만을 얘기했을거라 믿고 있습니다저는 강아지도 안키우는 사람이지만 강형욱님이란 사람이 대한민국에서 대단한 일을 하고 있기에 강형욱님이 하는프로를 다 보고 있습니다개보다 사람관리가 더힘들거에요개는 배신을 안하지만 사람은 배신하거든요ㅜㅜ힘내세요진실은 밝혀지게되있고 강형욱님을 믿고 있는사람이 더 많아요조금만 더 기운내세요하루 빨리 에서 더 밝은  모습 보고싶어요,@KINGBUTA168
그리고 레오가 그렇게방치되고 학대됫으면 다가오기나햇을까 생각들좀하고 말해라,@user-tn8cx6ui6c
맘이 아프네요ㅠㅠ,@user-ri3bc1di4w
헬쑥해지셧노,@user-xv4hw4he7v
남성범죄 나열해 놓는 사람있던데 뭔말을 듣고싶냐 여자라서 당했네 뭐 이딴말 듣고싶냐  범죄에 남녀가 어딧냐 벌레만도 못한쓰렉이지,@user-qg1vr9ki9d
선물도 벌크로 싸게 주문했겠지 낱개면 실수 할 수 있나,@user-kp5ly3fm6g
보슬탈출하자 진짜ㅠ,@woong8854
이영상 보니 정말 사람말은 양쪽 입장 다 들어봐야 된다는 생각이 드네요부인 말씀 너무 조리있게 잘하시네요,@user-vk1jm1xn3r
힘내세요 ㅜㅜ,@user-pq8wu2kv3l
진짜 댓글 안다는데레오에 대한 이야기 정말 이해 안가네요 누구보다 주인이 심지어 믿음가고 실력있는 강아지에 이해도가 있는 사람이 최선의 선택으로 결정한것아닐까요 그걸 왜 경험해보지 않은 사람들이 안좋게 얘기하는걸까요,@sungjiyoon104
어 제발 그만 기어나와요 제발 제방 제발 꺼져요 쓰레기같은 형욷씨,@user-hy7rl6gl9q
힘내세요강형욱님 믿습니다,@user-we8px5nn5r
스팸 배변봉투 화장실 여탈의실등은 왜 재반박이 안나오는건가요 오 주여 모함한 쪽에 천벌을 내리소서,@daudjung
이때다 싶어 자기 스스로 옹호글 올림 설 수의사 어이없었음 타이밍 이때다 싶어서는,@user-eb7sp4xx8s
강형욱 힘내세요  나쁜 사람 아니라는거 알고 있습니다 그냥 보면 알아요,@singkim6866
말이 여성시대지 일베랑 다름없어,@user-wc8bw7um3j
강형욱 건들지마라 진짜,@user-yl4sd2zm9y
진짜 강형욱 힘내라 쓰레기같은 니들이 다 망치는거야,@jhlee2864
말세에 선과 악의 대결같음,@daudjung
한국어 유창하시네요,@pjh042
여성시대가 헐레벌떡 움직인다정상,@phsskc6799
열람과 사무실9대 설치는 아무리 변명해도 이해 불가 인거 아시조 삼척동자도 놀랄일이지,@user-kp5ly3fm6g
나는 이 사건아닌 사건에 관심이 전혀없다 세상이 살만하니 전부 되도않는 권리욕만 늘어나서 정신을 못차린다,@user-uo4mg3gy2t
진짜 미친새끼들 강형욱훈련사님 응원해요ㅠ,@user-dv9kv1rg2l
허허허 사무실에 있는게 얼마나 도움이 돼는지 몰르는 인간들이 개많네 진짜 ㅋㅋㅋㅋㅋㅋㅋ 사장이나 과장 팀장 부장 개들이 일안하냐고 지랄하거나 갑질할때  경찰불려서 확보하고 그거로 엿먹일수있는 방법이 얼마나 많은데 그거때문에 갑질 못하는 인간들이 얼마나 많은지 몰르지,@user-ns2mi4hx3e
"지금이 말세 주작 모함의 시대라는 증거디모데후서 3장
1 너는 이것을 알라 말세에 고통하는 때가 이르러
2 사람들이 자기를 사랑하며 돈을 사랑하며 자랑하며 교만하며 비방하며 부모를 거역하며 감사하지 아니하며 거룩하지 아니하며
3 무정하며 원통함을 풀지 아니하며 모함하며 절제하지 못하며 사나우며 선한 것을 좋아하지 아니하며
4 배신하며 조급하며 자만하며 쾌락을 사랑하기를 하나님 사랑하는 것보다 더하며",@daudjung
에이다 아는데,@heejung8250
진실을 알고나서 배신감까지 느꼈던  제 마음이 적잖이 위로를 받았습니다 그리고 마음이 아픕니다강형욱님 절대 이런 소시오패스류의  인간들의 행동에 실족하지 마시고 힘내시고 기운 잃지 마시길 바래요이제까지 잘 살아오셨습니다기도하겠습니다,@user-eo1hw3of6z
메신저를 그냥 좀 보고 말지 6개월치를 밤새워 보고 그걸 오너로써 속상해도 모른척할줄도 알아야합니다 직원들은 상사 사장  다 욕합니다 그냥 모른척하고 업무관련 메세지만 주고받았음한다 정도로만 하고 넘어가시지 그랬어요 메신저 아니어도 뒤에서 말로 욕합니다 그리고 검은 비닐봉지과일가게에서 쓰는것이라고 하셨지만 보듬내에서는 배변봉투로 사용하고 있었으면 그 직원이 그렇게 말한게 거짓은 아니네요 스팸도 이왕 선물로 주려고 했으면 비닐로 담아서 알아서 가져가라가 아니라  다이소가서 와이프분이 쇼핑백이라도 사서 담아서 주셨음 어땠을까 하네요이왕 주는거 좋게 주면 좋잖아요 직원들에게 그런 작은 존중을 해주시면 직원들도 다 느껴요 에폭시 공사나 화장실문제직원들에게 갑질은 안하셨지만 긴시간 상주하는 직원 배려나  존중은 부족한걸로 보여요 레오 안락사 시키신거 레오 스스로 원했는지 강형욱님은 레오 마음을 아시는건가요 아프더라도 주인 옆에 하루라도 더 살고 싶지않았을까요  왜 집이아니라 더운날 옥상둔건지요,@tlsdptmej
저는 믿었습니다 마음에서 나오는 행동과 눈빛은 거짓말을 못하죠 힘내세요,@chloelee7958
조그만걸로 남깍아내리는인간들은 알고보면 큰일한번 못해본 인간들임,@user-wc8bw7um3j
누워서 일하는 직원 당신들도 얼굴까고 말해요,@user-cr7vd9cq3o
설치가 불만 있었다면 그 직원의 성격이 문제였다고 봄 운영을 하다보면 사람 다루기가 가장 어려운 것이예요  직원들도 각자 자기 입장이 있으므로 전 직원들도 자기 목소리를 낸것 같은데 너무 자기 입장만 주장하고 에 제보한것임 직원들도 당당하다면 언론으로 마녀사냥하지 말고 3자대면 하세요,@koung4337
무료변호해준다는 변호사 스팸 논란 화장실 통제논란등 다 재반박해주면 인정한다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@daudjung
형님께서 읽으실지 모르겠지만 저는 솔직히 형님 방송에서 보고 깜짝 놀랬습니다 예전 저희집은 아버지가 사냥을 위해 아이들을 키웠답니다 훈련 과정을보고  어렸을적 너무 충격을 먹고 저는 아이들한데 절대 그러지 말자 라고 생각하며 나중에아이 입양하고 진짜 사랑으로 키우는과정이 있었답니다한참이 지나 방송을 보고 강형욱님이 교육을 하는 모습을보고 깜짝 놀랐습니다제가 바랬던 과정이 이런교육이였던거였는데  저는 우리 아이가 하늘에 가고 중간에 제가 바랫던 목표를 포기했지만요다시 입양해서 키우기가 겁이 나더라구요 서론은 여기까지구요제가 정말 확실하게 말할수있는건 이분은 정말 이아이들을 사랑하고 많은 아이들이 행복하고 우리와 서로 행복했으면 하는 바램을 갖고있는사람이다 라고 확신을 갖고 있는 사람입니다 힘내싶시요 믿고있습니다저뿐만이 아니라 많은 사람들도  강형욱님 응원 하고있으니 힘내십시요 이런글 잘 안올리는데 보는제가 가슴이 아파서 용기내어 댓글 달아봅니다 힘내십시요,@user-hl6ij8xf2m
처음부터 믿지도 않고 기다리고 있었어요 힘드실텐데 이겨내시기 바라고 항상 응원하겠습니다 힘내세요,@die_Gerste
진짜 안타깝다 미디어에서 죽이기 기사내면그걸 본 사람들은 사실로 받아들여이젠 진실은 중요하지 않고 퍼트리고비난비판하고 거짓이 진실을 덮어버리는대참사가 벌어지고 결국 그 누군가는극단적인 선택을 하거나 아님 폭망한다그렇게 누군가가 완벽히 무너지는걸본 후 자신도 모르는 만족감을 느끼고 나서야손바닥 뒤집듯이 다시 정의로운 척을하며그래 그럴 사람이 아니지 하면서편을들기 시작하며 처음 기사냈던처음 기사와 거기에 동조되었던 사람들을까기시작한다 정작 본인은 인터넷 살인자란사실을 잊은 채미디어와 유튜버가 사람 한둘 죽이고사람 한둘을 폭망시켰냐 이젠 좀 속지말고스스로 결과가 나올때 까진 선동되지말고기다리자 이젠 그만 속을때도 됐잖아,@ppjjhh119
오래전에 이미 겪은걸 이제와서 터뜨리는게 더 말이 안되고 그 직원들 말 못 믿겠다 지금 강 훈련사님 하나하나 오목조목 해명 하시는게 왜 그랬는지의 이유지 핑계가 아니라서 더 신빙성 있다고 생각한다 그리고 형편 어렵다고 반려견 파양했다고 욕하는 사람들은 만약 반려견이 아닌 애기를 키우는데 형편이 어려워서 허름하고 누추한곳에 제대로 못 먹이고 애가 아프면 병원도 못가면서 키운다고하면 그게 과연 잘 키운다고 할수 있는걸까 능력있는 양부모에게 보내든 형편 나아질때까지 시설에 보육 맡기든 그러라고할거다 분명 이런게 반려견이랑 다를게 뭔데 형편이 어려운데 제대로 키울수가 없잖아 그리고 결론은 다시 반려견 되찾아온게 중요하지 않은가 강훈련사는 자신의 처지를 알고서 선택을 했던거고 외면하거나 포기하지 않고 다시 자신의 가족을 되찾아온게 결국 의리있고 책임감이 있는 사람으로 증명된거라 생각한다,@user-c250
언론사 인터뷰에 응하지 않고 직접 영상을 통해 올리신거 정말 현명하세요,@k_soomining
아픈 반려견을 돌보는 입장에서 레오 이야기할때 눈물이 나네요 아무리 잘해줘도 미안한 마음 죄책감 ㅠㅠ 너무너무 가슴아픈데 그 이야기를 들춰낸 사람들이 정말 악하단 생각이 듭니다 형욱님 힘내세요 그리고 절대 그냥 이정도로 넘어가지 말아주세요,@christieha8857
그만해라자업자득임,@user-dv9tz3wq9z
염벵떠네,@user-js5em6zk2c
나쁜사람도 많지만 좋은사람도 많아요항상 응원합니다 힘내세요,@HM_JS
두분 해명 인터뷰 잘 보았습니다평소 강형욱님 팬입니다인터뷰를 보고 느낀 바형욱님과 이사님 두분 의 말이 진실로  와 닫지 안습니다형욱님은 초심을 잃으신 것 같네요진실 거짓 여부를 떠나서  월급사건이나 메시저 사건을 보면너무 상식 선을 벗어 나셨네요저도 영세 자영업자이지만형욱님 부부와 같은 행동은 하지 않습니다아무리 감정이 격 해 져도아들 아니라 부모님 욕을  했더라도 이사 직함으로 감정을 드러내면 안된다는 개인 소견입니다혹여라도 두분이 잘 못 하신 부분이 있다면 변명 말고 진실된 사죄와 용서를 피해자분들께 구하심이 옳을 든 합니다,@user-ys8gw1yc7m
볼수록 폭로한사람들이 어떤사람들인지 제대로 느껴진다,@bjubu
사긴반장 조선일보 이건 무고죄 이런거도 없냐,@logv1061
힘내세요저는처음부터 기사나올때부터믿지않앗어요또 시작이구나엄한사람 또잡는구나햇어요근무태도부터가인성을보여주네요꼭 벌받으세요,@user-xg4ym4zf3o
강형욱 선생님 정말 힘내세요 진짜  사건반장 개악질 방송국 놈들이네요 어우 정말 저희도 중립적으로 보도 하고 싶어요  근데 죽일려고 하는 영상썸네일은 도대체 수십개씩 왜 올리고 자빠졌냐 ㅋㅋㅋ 왜 강형욱 선생님이 너네들 한테 해명해야 하는데 ㅋㅋ,@yong_cheol
개쓰레기 허위사실유포하는 버러지들 고소하고 신상오픈해주세요,@user-sv2uz9fw7e
악의적이진 않으나 경영과 사람관리를 잘 못하는 사람이 대표가 되고 아내분이 옆에서 지원자로서 시누이같은 역할이 되었네요 회사생활을 쪼금이라도 해본사람이라면 회사 내에서 누구를 흉보고 투닥거리고 하는건 그냥 생활중에 있는 부분인데 회사에서는 업무대화만 하게하고 타메신저는 깔지도못하게하고 대화를 허락없이 모두 읽어본 뒤 불만을 표시하고 공지를하고 대면한다는건 정말 끔찍한 상황이네요 저라고 생각했을때 소름끼치고 그걸 들키게된 순간 저같으면 바로 퇴사했을거예요그 순간의 대처를 아내분이 잘 못하신것 같고 그 사건으로 직원들은 임직원들이 자신들을 감시하고 있고 앞으로도 그럴것이라는 확신이 2만프로 생겼을겁니다 아내분은 그 사건을 계기로 직원들과 진솔한 대화로 불만과 힘든점을 묻고 이끌어내고 나누며 나아가 함께하기위한 시간을 보내셨어야했습니다 그게 누구고 누구때문에 내가 기분나빴고 심지어 그 당사자가 대표의 아내였다는건 상당한 위압적인 위치이고 불안감을 준거고요명절 스팸은 다소 츙격적이었어요 명절 선물은 박스형태로 가격구성이 되어서 판매하기 때문에 구매실수라는게 없는데요 이건 실수라기 보다 어떠한 목적으로 업소용판매용 스팸을 구매한거라고 생각됩니다 그때 배송된 스팸을 직원들에게 명절 선물이고 너희몫이니 알아서 챙겨라 라고 메시지를 주게된 것 같습니다 나쁜 의도가 아니었어도 저같았어도 서운하고 기분이 상당히 나빴을것 같아요 전체적으로 직장생활을 안겪어보고회사원으로써의 삶 임직원이 아닌 직원이 갖게되는 회사에 바라는 나에대한 대우 회사를 다니며 당연스레 갖게되는 불만이나 마음들을 잘 모르신 분이 한 행동으로 불만이 시작되었고 불씨역할을 한것 같네요 그래서 더 과대하게 루머처럼 다른 이야기들이 나오게된것같습니다 굉장히 안타까워요,@user-py9jo3hg2x
스트레스 받지 마시고 항상 건강하시고 가정에 축복이 있길 바라겠습니다,@user-ks4zm6jm3w
보듬이 여자때문에 망했다 하는 새끼들은 뭐냐ㅋㅋ이미 1월에 6월에 폐업하겠다고 기사까지 났었는데성별 갈라치기에 미쳤지 진짜,@user-yn9mw6hq7i
취업난 취업난 하는대  이거 무슨 사람 무서워서 사람을 쓸수있겠어요 ㅡㅡㅋ  조만간 편의점 같은 개인 자영업자들도 전부 외국인 근로자 쓰고 한국사람은 안쓸려고 하지 앉을지  가까운 일본만 해두 세븐일레븐 야간 근무자들은 다들 외국인 근로자가 근무 하던대 우리 나라두 얼마 남지 않은듯 합니다 어그로 끄는 다른 영상들 참 그런 사람들은 어케 처벌이 안되나 모르겠네  법적 대응 해서 재대로 마무리 잘 하셨으면 합니다  힘내세요   화이팅,@BOBOStory_TV
최고라서 그자리에서 일인자라서 까인듯싶어요 힘내시고요 이번사건이 너무큰상처가 아니길 바래요,@user-ee1gn1ii3k
아무리 좋은 마음을 가졌어도 나쁜 프레임을 씌우는 일이 너무나도 쉽게 일어나는 이런 상황이 정말 안타깝습니다ㅠ,@user-wq7ts6ur6o
그 성별이 또저질렀네,@bsp6303
힘내세요,@user-xm2vu9ju6k
글쎄   아니땐  굴뚝에  연기날까  해명이 변명 같은데  퇴직금 9630  한시간  최저임금이네요,@user-ec9db7jn2g
박훈변호사 이사람이 전 직원들 무료로 변호 해준다고 하던데 ㅋㅋㅋ 가 인격 막살이라고 하네 ㅋㅋㅋㅋ 불법 이라고핟ㅎㄴ만,@pkwow7777
저도 댓글은 잘 안다는데 강형욱 훈련사님 너무 존경하고 멋진분이신데 이런 논란이 하나 나오니까 여기저기서 신났다 하고 다 논란 일으키는거 보고 제가 화가 났었어요 사실 여부는 확인 하고 댓글 남기자구여 다들 ㅠㅠ마음고생 하시느라 애 쓰셨고 너무 힘들어하지 마세요,@user-lq2xo1ye4z
개 훈련사이지 무슨 엄청나게 존경받는 오너를 바라는건 아닐듯대한민국에 흔하게 널린 사장 그 이상 그 이하도 아닌듯ㅎ,@user-ee5mb5ge5d
무너지지마시고 오뚝이처럼 다시 일어나세요,@cuppainsydney
아 왜 그 사람들이 그렇게 거짓말을 늘어놨는지 알겠네요 지들의 나쁜짓거리가 들킨것이 분한거죠 ㅉㅉ 정말 한심한 인간들이네요앞으로 더 번창하시길 바랍니다,@musiclovers5392
전세계적으로도 강훈련사수준에 훈련사는 없다고 본다  그 노력과 열정이  얼마나 대단한 사람인가 강훈련사 그만 괴롭혀 징글징글하다,@shlee1707
우와 댓글 9만개 ㅋㅋ 이만큼 응원하는 사람이 많다는거 보이시죠 힘내세요 개훌륭도 다시보고싶어요 ㅠㅠㅠㅠ 폐지하면안돼요ㅠㅠ,@edhebdcb
강형욱님 힘내세요 진정한 훈련사입니다이사님도 그동안 처신 잘하셨어요 기죽지 마시길 바래요  마녀사냥이 이렇게 무섭네요 반드시 법적조치해서 종지부를 찍어야해요,@user-og9js5vm7g
훈련사님 ㅜㅜ 감사합니다  사실 여론과 기사 댓글이 너무 사실인냥 쏟아져서 혹하는 맘 갖기도 했었는데 이 영상보고 역시나 아니였구나 또 여론에 속았네요제일 힘드실 강형욱 훈련사님과 가족분들 상처받으신마음 하루빨리 치유 되시길 빌고 또 빌겠습니다  식사 잘 챙겨 드시고 힘내세요,@jjjjjin_e
앞으로도좋은모습부탁드립니다ㅡ한국에서계속활동해주세요ㅡ,@user-sc4vu1ev5t
언론사들 고소 하시길 바랍니다 편파방송 은 도가 지나치게 심하다고 생각 합니다,@user-zd6vi7ko7b
응원합니다 개 키우지도 않고 키운다면 귀찮다고 생각하는 사람이지만 응원하기위해 글답니다 구독도 할게요 힘내세요 명예회복하시길빕니다,@user-wr8ze1md4j
고양이를 더 좋아하는데 훈련사님 덕에 강아지를 더 잘 알게 된 구독자입니다지난 며칠 동안 마음 고생이 심하셨던 게 너무 보여서 마음이 많이 안 좋네요 그렇게 많은 영상을 봐놓고도 훈련사님 입장 나올 때까지 기다려보자는 댓글 하나 못 달아서 너무 죄송합니다 살면서 믿을 사람 하나 없다는 걸 절절히 느끼다 보니 지난 며칠 동안 나오는 뉴스에 아쉬움이 참 컸던 것 같아요 아니었으면 하고 바라면서도 지지가 참 쉽지가 않았어요 그런 제가 드릴 말씀은 아니라는 것 잘 알지만 지난 며칠간 무수히 생겼을 말도 못할 상처들이 말끔히 치유되시길 감히 바랍니다 말은 못했어도 아니길 바란 사람들이 훨씬 많았을 거에요 좋아하는 마음을 버리고 싶어하는 사람은 잘 없으니까요 더는 아프지 마세요 기운내세요,@user-nz7bx9vv1m
고생많으셨습니다  두분과  지금도 함께 끝까지 열심히 일하고 있는 보듬직원분들도  힘내세요,@fyingmama4499
세상에 완벽한 사람은 없고 꼬투리 잡으려고 하면 한사람 악마 만들기 쉽다,@user-rz8rr
에휴 마녀사냥 진짜ㅠ  그외 기자들 사실관계 확인도안하고 진짜 어지간해선 댓글잘안다는데 힘내세요ㅠㅜ 정말 대인기피증 생길것같네요ㅜ 아들을 언급하면 피가거꾸로 솟구치죠진짜 무서워서 직원도 못쓰겠네요ㅠ,@superpowerdg
596501050 한마디로 지들이 잘못해서 제발저린거네 그딴짓 해놓고 뭐가 당당해서,@user-lp3ji4zh5k
이사건은 사건도 아니고시기와 질투로  점철된  이일로  더 잘될듯,@user-ne8yu2pq4x
전직원들도 얼굴 공개해야 된다고 생각한다 이래서 양쪽말은 다 들어봐야한다우리사무실도 4명인데 씨씨티비 10개있다요즘 없는데가 어딨냐배변봉투가 아니라 검정비닐라고하던데일반야채가게도 카메라 기본으로 다있다힘내세요 강형욱님,@user-jd3eo8pk9m
어떤일이든 진심을 다해 노력과 정성을 다 쏟아부어 오셨을텐데 강형욱 훈련사님의 눈에서 눈물 흐르게 만든 이 상황자체가 얼마나 속상하실까혹시나 내가 한 선택들과 행동들이 다 잘못 됐던 걸까 하는 생각으로 자책하시진 마세요 훈련사님이 해오신 모든 행보들은 헛된 것들이 절대 아니였다고 말씀 드리고 싶어요 지금 이 상황이 결말이라고 생각하지도 않고요 사건의 해명도 해명이지만 이미 받으신 씻을 수 없는 상처들이 더 걱정돼요ㅜ 강훈련사님과 훈련사님 가족들만 생각하세요 뭐든 존중해요 하신 모든 선택이 평안과 행복으로 이뤄지기를 제발,@user-ld5ty5co3g
가로세로연구소채널에서 깐다  구라다 이거 국룰이자나,@KIM-je4bc
강형욱님을 그동안 방송으로만 봤지만 나쁜 사람이 아니라는건 충분히 느껴져요 응원합니다 힘내세요,@hyekyungkwon6551
대한민국 성별혐오 징그러운데 여직원 4명이서 애기욕 사장욕 했다만해도 실컷 밟힐걸 굳이 남직원 뭐라고 욕했는지까지 말하며 성별갈라치기에 불을지르네 참 대단하십니다 그냥 고소해서 법정에서 싸우세요 별것도 아닌 일로 폭로전마시고,@ex99bbvvjiu
ㅋㅋㅡ아닙니다ㅡ믿고있어요ㅡㅋㅋ힘내세요ㅡ응원합니다흔들리지마시고ㅡ앞으로도부탁드립니다,@user-sc4vu1ev5t
저는 친구들에게 강형욱 님에 대한 이야기를 들었습니다 댓글로 욕을 한 적은 없지만 친구들과 대화하며 와 그분이 그럴 줄은 몰랐다는 식으로 이야기를 한 적이 있었습니다 정말 죄송합니다 ㅠㅠ,@seongeun1212
이래서 그냥 중립 박아야해 터질땐 먹이감처럼 한사람 물어뜯다가 해명하니까 태도 변하는거 진짜 소름이야,@user-qk2ch8zw7r
결론은 사업 정리 잘 했어요 그냥 훈련사만 하고 사세요,@user-fz8qs7vr1c
사람 두고 사업하기가 이렇게 힘들어요 극소수 몇명이 이미지 나쁘게 만들고,@dkim1023
강형욱님과 아내분 두분 힘내시고 세상이 참  더럽네요,@lp3961
솔직히 욕을 조금 했었습니다 정확한 사실이 아님에도 불구하고 비난을 했습니다 죄송함다 행님 해명 감사합니다,@user-ns4cl3rw4c
8명이 일해도 사무실  있어요처음에는 뭐지 했지만분실이나 포장실수 있을까봐 달았답니다,@dmsgml1365
메신저 감시 논란에 대해 말로만 해명하지 마시고 네이버 라인 웍스에서 직원분들이 아들분을 조롱하고 모욕한 내용과 특정 커뮤니티에서 사용했다는 단어가 들어간 내용을 사진으로 띄우시면서 말해주세요 네이버 라인 웍스에 메신저 감시 기능이 있다는 증거도 추가로 띄워주세요 말만 들었을 때 사람들이 성별 갈라치기로 오인하게 됩니다 확실한 증거를 들고 오셔서 다시 해명해주세요,@khj5307
힘내세요,@hyeminkim628
그렇게씨씨티보면서 한가할사람으로 보이시나요방송이몇개고 훈련해야할 반려견들이 얼마나많은데 그렇기 씨씨티비보고 사사건건 문제제의하는게 가능하다고 생각하세요,@user-tn8cx6ui6c
애초에 계약부터 잘못됫음 일반회사원인데 프리랜서로 계약해서 인센티브 없이  일하면 불만이 나오지 해택이 전무한데 4대도없고 종소세 폭탄맞을까봐 겁나고,@user-bo6fk3zr1v
이 일로 정말 훌륭하시고 고생하셨다고 더 잘 알게되었습니다,@user-jr3se1ii1r
이런 진심은 쉽게보기 힘들어요 이상한 사람들 때문에 너무 억울하셨겠네요 강형욱님 힘내세요 이사님 힘내세요,@ylee4278
힘내세요 개통령님,@user-yh4wf5dy7w
강형욱씨 똑똑히 들으시오 세상은 짐승만도 못한 사람이 천지요 원숭이도 네모구멍에 네모블럭을 놓을수있고 인간도 네모구멍에 네모블럭을 놓을수있소서류심사란 그런거요 내가 뽑으려는게 사람인지 원숭이인지 알려면 대면해서 질문하며 탈을 벗겨야 아는거요 그걸 면접이라 하는거요 당신도 나도 이번생이 처음이니 실수할수있는거고 모르는게 많은거요 이제 짐승이 어떻게 생겼는지 무슨 냄새가 나는지 배웠으니 당신은 성장한거요 잡생각하지 말고 어깨피고 앞만보고 가시오  그것이 당신이 지금 할수있는 최선이오 당신은 사람이오 여기서 짐승들과 놀고있을 여유가 없나이다,@potatoking2523
중립기어 박길 잘했다요즘에 사람 하나 바보만드는게 너무 쉬운 것 같아요,@user-hy2gc1eq9t
ㅋㅋㅋ커뮤 발작하면서 몰려온다 조심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@user-vu5nf7wk6b
그냥 말이 필요 없지요응원합니다 잘 극복하고 계속 좋은 프로그램에서 뵈었으면합니다믿고 응원합니다,@user-kh4rj3ze6b
두분 절대 그냥넘어 가지마세요,@HS-ik6gt
